municipalityId,countyId,id,validFrom,temp
1149,11,SN47230,2013-10-29/2021-03-01,3.3
3454,34,SN23670,2018-01-23/2021-03-01,3.95021692
4649,46,SN59450,1923-01-01/2021-03-01,7.492594859
3411,34,SN12590,2011-01-01/2021-03-01,5.650675676
3048,30,SN26640,2016-04-19/2021-03-01,5.908809135
5027,50,SN67650,2018-11-27/2021-03-01,3.41188251
301,3,SN18269,2000-01-01/2021-03-01,6.605268595
4648,46,SN57790,2014-10-31/2021-03-01,3.365268166
1535,15,SN61065,2016-04-12/2021-03-01,8.209681698
3804,38,SN27600,1936-01-01/2021-03-01,3.3
301,3,SN18700,1931-01-01/2021-03-01,6.253733433
1871,18,SN87110,1958-01-01/2021-03-01,4.061058245
4222,42,SN40905,2013-07-24/2021-03-01,0.908333333
3804,38,SN27295,2012-01-01/2021-03-01,5.431086657
4221,42,SN40250,1872-01-01/2021-03-01,5.28172384
1111,11,SN43220,2013-06-10/2021-03-01,7.725527312
3024,30,SN19660,2011-03-14/2021-03-01,3.70765206
301,3,SN18260,2013-05-30/2021-03-01,3.3
4618,46,SN49240,2011-01-01/2021-03-01,5.903264727
4638,46,SN52990,1972-01-01/2021-03-01,3.3
3414,34,SN5350,1895-07-01/2021-03-01,5.488429752
2400,24,SN76963,2014-01-01/2021-03-01,7.635753425
5428,54,SN92170,2003-12-04/2021-03-01,3.3
1506,15,SN62240,2014-09-11/2021-03-01,7.039020173
1837,18,SN80740,1995-07-01/2021-03-01,5.225962441
3804,38,SN27564,1998-12-10/2021-03-01,3.3
3011,30,SN1070,2018-05-31/2021-03-01,8.794578313
5053,50,SN71230,2014-09-11/2021-03-01,2.937281796
3802,38,SN26990,1995-01-01/2021-03-01,6.419478509
3430,34,SN810,1991-06-01/2021-03-01,3.3
4644,46,SN55520,2014-12-01/2021-03-01,5.086683938
1525,15,SN60670,2014-09-11/2021-03-01,4.41702544
5021,50,SN63595,2014-09-11/2021-03-01,4.334393404
5422,54,SN90250,2004-12-24/2021-03-01,1.873492537
2600,26,SN76954,2010-11-07/2021-03-01,8.681618656
2600,26,SN76927,1988-01-01/2021-03-01,8.679773692
3815,38,SN34580,2017-04-26/2021-03-01,3.3
1812,18,SN76245,2016-11-14/2021-03-01,6.488988764
3005,30,SN26864,2012-10-14/2021-03-01,3.3
4644,46,SN55260,2018-11-28/2021-03-01,0.019594595
3025,30,SN19830,2016-11-14/2021-03-01,6.727134876
1122,11,SN44485,2013-06-11/2021-03-01,7.443045564
2600,26,SN76936,2001-01-01/2021-03-01,8.746482759
2300,23,SN76999,2014-10-29/2021-03-01,7.771965318
3005,30,SN26900,2004-09-20/2021-03-01,6.693718677
3024,30,SN19525,2016-01-27/2021-03-01,3.3
4601,46,SN50505,2011-01-01/2021-03-01,7.001877515
1832,18,SN79215,2019-01-24/2021-03-01,4.845310245
3432,34,SN61630,2010-02-22/2021-03-01,2.453218991
3808,38,SN31700,2013-12-19/2021-03-01,6.051494093
1875,18,SN83710,2007-07-02/2021-03-01,4.906737338
5426,54,SN91551,2018-04-04/2021-03-01,4.723490566
4626,46,SN50514,2014-12-01/2021-03-01,7.787038934
5046,50,SN78910,2014-09-11/2021-03-01,2.807813411
1804,18,SN82310,1996-01-01/2021-03-01,5.708631153
4618,46,SN46432,2014-03-05/2021-03-01,-0.498624214
3423,34,SN8140,2001-10-27/2021-03-01,3.171083645
3801,38,SN27160,2015-04-22/2021-03-01,7.725191939
3433,34,SN15730,1998-11-01/2021-03-01,2.398685209
1865,18,SN85450,1972-06-01/2021-03-01,5.657737715
1856,18,SN85890,1986-07-01/2021-03-01,6.110645257
1146,11,SN47060,2013-01-01/2021-03-01,8.490665647
2100,21,SN99877,2019-08-21/2021-03-01,3.3
4204,42,SN39030,2013-05-04/2021-03-01,3.3
3453,34,SN23500,1924-01-01/2021-03-01,2.106654279
4601,46,SN50810,2002-12-01/2021-03-01,7.641387195
3028,30,SN4040,1998-05-15/2021-03-01,3.3
1124,11,SN44530,2017-09-05/2021-03-01,3.3
5047,50,SN72710,1991-01-02/2021-03-01,4.970114171
4651,46,SN58705,2011-01-01/2021-03-01,-1.923596177
4227,42,SN42520,1895-07-01/2021-03-01,3.3
5404,54,SN98630,2013-07-22/2021-03-01,2.224868957
1515,15,SN59800,1955-06-01/2021-03-01,7.5510375
4623,46,SN50245,2015-11-03/2021-03-01,7.728443878
4601,46,SN52452,2013-10-07/2021-03-01,8.746428571
3451,34,SN23410,1987-01-01/2021-03-01,1.808598726
1577,15,SN59665,2019-09-19/2021-03-01,3.3
4622,46,SN50110,2005-01-01/2021-03-01,8.651196172
3405,34,SN12680,1982-12-01/2021-03-01,4.127809592
2100,21,SN99841,1998-09-12/2021-03-01,3.3
5444,54,SN99500,1968-01-01/2021-03-01,3.3
1560,15,SN64510,1992-01-01/2021-03-01,7.107212345
3019,30,SN17650,2012-01-01/2021-03-01,6.014937013
4228,42,SN42810,1972-01-01/2021-03-01,6.295586072
3807,38,SN30330,2005-01-01/2021-03-01,7.258979592
4628,46,SN51010,2012-06-14/2021-03-01,8.041213455
3003,30,SN3370,2005-01-01/2021-03-01,7.272760819
5442,54,SN99090,2018-01-23/2021-03-01,2.499608355
1108,11,SN44730,1974-06-14/2021-03-01,8.533648011
3054,30,SN4590,2011-01-01/2021-03-01,3.11040146
5054,50,SN71385,2017-07-06/2021-03-01,4.879003268
4621,46,SN51800,1999-06-01/2021-03-01,3.522104733
3819,38,SN31900,1895-07-01/2021-03-01,3.3
4647,46,SN57380,2014-12-01/2021-03-01,6.442677165
3020,30,SN17895,2011-07-06/2021-03-01,5.179417353
4646,46,SN56420,1972-01-01/2021-03-01,7.809405367
1837,18,SN80707,2014-09-08/2021-03-01,0.147375215
1520,15,SN59695,2014-12-04/2021-03-01,3.673453269
5424,54,SN91150,2010-11-18/2021-03-01,3.3
301,3,SN18317,2017-06-01/2021-03-01,3.3
5006,50,SN70820,1962-07-01/2021-03-01,3.3
3016,30,SN3280,1982-01-01/2021-03-01,3.3
5426,54,SN91500,2010-01-01/2021-03-01,-0.226356822
3437,34,SN16271,2013-09-26/2021-03-01,1.125082995
1103,11,SN44640,1882-01-01/2021-03-01,7.746909265
3807,38,SN30321,2001-01-01/2021-03-01,3.3
3005,30,SN26580,2015-06-01/2021-03-01,7.543265731
1149,11,SN47260,1975-04-01/2021-03-01,8.244614656
1539,15,SN61310,2020-09-16/2021-03-01,-0.825641026
4641,46,SN53280,2013-06-11/2021-03-01,7.766985428
5058,50,SN71780,2007-11-29/2021-03-01,6.131584383
5055,50,SN65060,2016-11-14/2021-03-01,7.15646711
3044,30,SN29720,2001-11-01/2021-03-01,0.949578059
5435,54,SN94640,2014-12-01/2021-03-01,-0.899453552
1506,15,SN62270,1972-03-01/2021-03-01,7.130531241
5047,50,SN72650,1977-06-01/2021-03-01,3.3
3822,38,SN37310,2019-09-01/2021-03-01,1.994534413
4642,46,SN54590,2014-12-01/2021-03-01,2.46717437
3807,38,SN30285,2018-11-27/2021-03-01,3.3
3803,38,SN27262,2020-04-15/2021-03-01,9.250699301
3453,34,SN13750,1996-10-19/2021-03-01,0.089042782
2100,21,SN99763,2019-09-27/2021-03-01,-6.650384615
3049,30,SN19923,2008-01-14/2021-03-01,6.395983213
4642,46,SN54330,2011-01-01/2021-03-01,5.578763183
4635,46,SN52930,1938-01-01/2021-03-01,3.3
1134,11,SN46300,1895-07-01/2021-03-01,3.3
5415,54,SN88010,2017-11-24/2021-03-01,1.083455882
3054,30,SN20470,2011-08-22/2021-03-01,3.116415771
3025,30,SN19815,2017-11-27/2021-03-01,7.529826167
2100,21,SN99880,2012-08-04/2021-03-01,-3.235603306
5423,54,SN90630,2011-01-01/2021-03-01,3.681346154
1149,11,SN47170,2013-10-29/2021-03-01,3.3
3803,38,SN27271,2020-10-23/2021-03-01,0.871875
5402,54,SN87750,1911-03-01/2021-03-01,3.3
3005,30,SN26840,2015-02-10/2021-03-01,6.725919824
5441,54,SN96650,2016-11-16/2021-03-01,1.237619048
4611,46,SN47610,1998-05-16/2021-03-01,3.3
1833,18,SN79720,2019-09-01/2021-03-01,0.305821206
3429,34,SN8780,2004-12-24/2021-03-01,1.259117199
3403,34,SN12180,1959-06-01/2021-03-01,3.92123812
5032,50,SN68290,2007-09-26/2021-03-01,4.900570962
5401,54,SN90495,2011-10-20/2021-03-01,3.114142605
3825,38,SN33300,2016-10-06/2021-03-01,-0.447319202
2100,21,SN99754,1985-06-01/2021-03-01,-2.239663065
5022,50,SN66630,2014-09-11/2021-03-01,4.886112796
3805,38,SN27800,1895-07-01/2021-03-01,3.3
301,3,SN18245,2013-12-31/2021-03-01,3.3
1825,18,SN77280,2011-11-29/2021-03-01,3.683550296
2600,26,SN76939,1982-01-01/2021-03-01,9.902359109
3439,34,SN13140,1996-08-24/2021-03-01,3.3
3804,38,SN27540,2013-05-22/2021-03-01,3.3
4647,46,SN56250,2011-01-01/2021-03-01,6.555498602
2600,26,SN76957,2000-01-01/2021-03-01,9.469304229
3024,30,SN19510,1967-05-19/2021-03-01,3.3
5022,50,SN66720,2004-12-24/2021-03-01,3.3
3434,34,SN55290,1978-12-01/2021-03-01,-2.374339738
3005,30,SN26894,2013-03-26/2021-03-01,3.3
1531,15,SN60870,2019-09-18/2021-03-01,3.3
4626,46,SN50526,2016-11-16/2021-03-01,8.518892989
3005,30,SN19932,2015-07-01/2021-03-01,4.399605782
4204,42,SN39212,2012-01-01/2021-03-01,7.654383117
3045,30,SN26230,2018-11-28/2021-03-01,4.611756757
3804,38,SN27450,1959-04-01/2021-03-01,6.594754696
2400,24,SN76930,1998-02-11/2021-03-01,7.031993385
5440,54,SN98265,2013-07-22/2021-03-01,0.312002308
5021,50,SN63580,1965-07-01/2021-03-01,3.3
5401,54,SN90980,2003-12-05/2021-03-01,3.3
4649,46,SN58780,1972-01-01/2021-03-01,3.3
2100,21,SN99790,1934-09-03/2021-03-01,-3.976408715
4644,46,SN55550,1895-07-01/2021-03-01,3.3
4207,42,SN42720,1895-07-01/2021-03-01,3.3
5437,54,SN97251,2004-07-08/2021-03-01,-0.781529605
1848,18,SN83300,1915-06-18/2021-03-01,3.3
1865,18,SN85480,2011-01-01/2021-03-01,5.44394314
5437,54,SN97350,1955-01-01/2021-03-01,-1.808986715
5416,54,SN88100,1907-05-01/2021-03-01,1.448023256
4647,46,SN57150,2017-07-06/2021-03-01,5.251826259
3814,38,SN34370,2012-01-01/2021-03-01,5.017672682
5045,50,SN73550,2007-12-15/2021-03-01,3.876593977
5421,54,SN88623,2012-02-22/2021-03-01,3.3
3811,38,SN27435,2015-11-19/2021-03-01,7.549072602
3024,30,SN19405,2015-03-20/2021-03-01,3.3
5027,50,SN67270,2012-01-01/2021-03-01,3.275302013
3805,38,SN27785,2011-01-01/2021-03-01,5.537140366
3801,38,SN27130,2012-01-01/2021-03-01,6.107587383
5441,54,SN96850,2012-11-03/2021-03-01,0.409120952
4647,46,SN57365,2011-01-01/2021-03-01,6.371132075
3440,34,SN13125,2011-01-01/2021-03-01,4.809795631
5441,54,SN96931,1999-08-09/2021-03-01,3.3
1134,11,SN46150,1957-01-01/2021-03-01,3.3
3423,34,SN8720,1903-01-01/2021-03-01,3.3
5001,50,SN68230,1986-12-11/2021-03-01,5.665956072
4619,46,SN29400,2008-10-04/2021-03-01,-1.504965791
3806,38,SN30270,1973-10-30/2021-03-01,3.3
1838,18,SN80880,2015-08-28/2021-03-01,1.66894658
5041,50,SN70850,1895-07-01/2021-03-01,3.544926218
5426,54,SN91530,2016-08-27/2021-03-01,-3.645780856
4227,42,SN42490,2012-01-01/2021-03-01,2.779398762
4614,46,SN48070,2011-01-01/2021-03-01,8.963347165
3025,30,SN19710,1913-01-01/2021-03-01,5.876666355
5032,50,SN69190,2013-12-19/2021-03-01,3.760900058
3012,30,SN1650,1883-01-01/2021-03-01,3.3
1112,11,SN43010,1998-02-19/2021-03-01,7.080007157
5419,54,SN89233,2006-03-15/2021-03-01,-0.472721479
1840,18,SN81930,1987-11-01/2021-03-01,-1.139473684
5424,54,SN91180,2003-12-08/2021-03-01,3.44525593
3437,34,SN16265,2012-01-01/2021-03-01,2.820472931
4613,46,SN48061,2014-12-01/2021-03-01,7.937815126
3431,34,SN9303,2008-01-14/2021-03-01,-2.58799505
3014,30,SN3480,2010-01-21/2021-03-01,4.909446861
5427,54,SN91727,2011-01-26/2021-03-01,3.3
5058,50,SN71810,1975-01-01/2021-03-01,3.3
3005,30,SN26780,2015-02-10/2021-03-01,6.648640483
1103,11,SN44580,1983-07-08/2021-03-01,3.3
3033,30,SN4781,1966-05-01/2021-03-01,3.3
1520,15,SN59680,1971-06-01/2021-03-01,6.484995494
1133,11,SN45675,2013-06-10/2021-03-01,9.313075611
1822,18,SN78350,1971-08-01/2021-03-01,3.3
4205,42,SN41090,2009-08-26/2021-03-01,8.227854424
3003,30,SN3005,2010-01-21/2021-03-01,6.584166165
5444,54,SN99380,1986-01-01/2021-03-01,0.3
1578,15,SN60640,2014-07-21/2021-03-01,7.765908133
5433,54,SN92750,1984-01-01/2021-03-01,4.33608176
1124,11,SN44562,2017-12-06/2021-03-01,3.3
3453,34,SN23550,2010-08-28/2021-03-01,1.355720615
1865,18,SN86290,2014-09-17/2021-03-01,3.3
3005,30,SN26852,2012-09-25/2021-03-01,3.3
4641,46,SN53480,2013-11-28/2021-03-01,1.510572186
1160,11,SN46850,1936-10-01/2021-03-01,3.3
3807,38,SN30288,2018-11-27/2021-03-01,3.3
3806,38,SN30261,2015-03-18/2021-03-01,3.3
3816,38,SN32540,2013-12-19/2021-03-01,6.247305389
3042,30,SN25165,2011-01-01/2021-03-01,-0.01033033
3413,34,SN12210,2017-08-17/2021-03-01,3.3
3824,38,SN32890,2006-08-23/2021-03-01,3.191591252
1507,15,SN60945,2009-06-24/2021-03-01,8.178252701
5035,50,SN69100,1940-04-17/2021-03-01,5.607096281
5033,50,SN68840,1978-07-01/2021-03-01,3.3
3046,30,SN24600,1895-07-01/2021-03-01,3.3
1804,18,SN81365,2013-11-07/2021-03-01,3.3
1507,15,SN60810,2013-11-13/2021-03-01,4.298680241
3823,38,SN37600,2016-11-14/2021-03-01,4.594312394
4621,46,SN53160,1977-10-01/2021-03-01,3.3
3807,38,SN30282,2018-11-27/2021-03-01,3.3
3052,30,SN29600,1895-07-01/2021-03-01,3.3
301,3,SN18170,2012-04-16/2021-03-01,3.3
3035,30,SN11450,2012-12-19/2021-03-01,5.896421405
3805,38,SN29950,2000-12-01/2021-03-01,8.436910268
5027,50,SN67560,2007-11-27/2021-03-01,4.079180672
5041,50,SN70960,2012-01-01/2021-03-01,2.856601539
1511,15,SN59530,2020-09-16/2021-03-01,0.281481481
3813,38,SN34095,2013-10-11/2021-03-01,5.308744247
1535,15,SN61064,2019-10-23/2021-03-01,3.3
3048,30,SN26810,2014-02-18/2021-03-01,6.893011811
3805,38,SN30246,2011-07-12/2021-03-01,5.287358185
3427,34,SN66860,2011-09-15/2021-03-01,3.3
5421,54,SN88626,2012-02-24/2021-03-01,3.3
5028,50,SN67210,2011-01-01/2021-03-01,5.162195812
1841,18,SN81915,2019-07-29/2021-03-01,3.3
3817,38,SN32220,2013-11-21/2021-03-01,1.646819721
5060,50,SN75410,1890-12-01/2021-03-01,5.928738157
3804,38,SN27770,1990-05-01/2021-03-01,3.3
301,3,SN18215,2013-06-06/2021-03-01,3.3
5401,54,SN90510,2011-10-20/2021-03-01,2.736967382
4617,46,SN48450,1966-11-01/2021-03-01,3.3
4222,42,SN40420,1967-09-01/2021-03-01,3.3
5421,54,SN88500,2003-12-09/2021-03-01,3.3
1833,18,SN79600,1968-07-01/2021-03-01,3.337858423
1804,18,SN82220,2013-10-07/2021-03-01,5.187807276
4225,42,SN41990,2013-12-19/2021-03-01,6.918596491
5436,54,SN94870,2009-09-15/2021-03-01,3.3
3803,38,SN27330,2013-12-05/2021-03-01,7.134052213
4618,46,SN49087,2014-06-27/2021-03-01,-0.464636119
3811,38,SN27420,2016-06-20/2021-03-01,7.884918231
4647,46,SN57000,1987-01-01/2021-03-01,5.636456532
4612,46,SN47445,2012-01-01/2021-03-01,8.053265306
5001,50,SN68125,2012-01-18/2021-03-01,5.28224734
1866,18,SN86598,2017-06-09/2021-03-01,3.3
5443,54,SN98360,1999-09-09/2021-03-01,0.978294574
3405,34,SN13110,2011-08-22/2021-03-01,3.875
3443,34,SN11710,1968-06-01/2021-03-01,3.3
2800,28,SN77007,2004-04-01/2021-03-01,15.30425629
3006,30,SN28380,2003-02-17/2021-03-01,5.818384697
1149,11,SN47194,2013-10-29/2021-03-01,3.3
3806,38,SN30255,2013-07-02/2021-03-01,7.7184654
4644,46,SN55430,1963-12-01/2021-03-01,3.900410526
3808,38,SN30650,1970-03-05/2021-03-01,5.658922914
4202,42,SN38150,2013-12-19/2021-03-01,9.048316832
3020,30,SN17820,2019-01-24/2021-03-01,7.650626959
301,3,SN18233,2013-04-18/2021-03-01,3.3
5425,54,SN91380,2004-11-01/2021-03-01,3.099311734
2100,21,SN99760,1978-05-01/2021-03-01,-5.480397802
1122,11,SN44520,1962-01-01/2021-03-01,3.3
1133,11,SN46090,2013-06-10/2021-03-01,9.052839684
1144,11,SN44610,2005-04-26/2021-03-01,8.854762316
4640,46,SN55735,2004-12-24/2021-03-01,3.738490214
3023,30,SN17775,2014-10-27/2021-03-01,3.3
1505,15,SN64330,1970-06-01/2021-03-01,7.33467971
4204,42,SN39200,2005-06-11/2021-03-01,3.3
5058,50,SN71750,1966-08-01/2021-03-01,4.864604811
3818,38,SN31520,1970-12-01/2021-03-01,-1.293232044
3040,30,SN24890,2003-11-17/2021-03-01,4.032696593
5021,50,SN63630,2015-10-06/2021-03-01,-2.20757884
1841,18,SN82130,2012-01-01/2021-03-01,5.274899019
2300,23,SN77034,2018-11-01/2021-03-01,3.3
4621,46,SN51940,2012-01-01/2021-03-01,4.830734767
4222,42,SN40510,2011-10-03/2021-03-01,0.5123979
5424,54,SN91120,2013-09-04/2021-03-01,0.462047532
5061,50,SN64590,2014-12-01/2021-03-01,4.252612827
3411,34,SN12960,1977-11-01/2021-03-01,0.61779661
4601,46,SN50570,2016-08-10/2021-03-01,6.675196138
4642,46,SN54320,1974-10-01/2021-03-01,3.3
1566,15,SN64970,2019-01-24/2021-03-01,3.116636197
2600,26,SN76965,2014-01-01/2021-03-01,8.725377229
2100,21,SN99700,1956-09-01/2021-03-01,3.3
3819,38,SN31855,2012-01-01/2021-03-01,2.483018868
3021,30,SN17850,1874-01-01/2021-03-01,5.475151607
4645,46,SN57030,2016-11-17/2021-03-01,7.650293686
3803,38,SN27261,2020-02-01/2021-03-01,8.719011407
5401,54,SN91060,2009-01-15/2021-03-01,3.3
3824,38,SN37570,1953-01-01/2021-03-01,3.3
3817,38,SN32061,2005-01-01/2021-03-01,6.54008947
5401,54,SN90360,2013-06-11/2021-03-01,2.783254717
3031,30,SN4455,2018-11-28/2021-03-01,5.270627503
3005,30,SN27010,2010-03-19/2021-03-01,5.805226307
5059,50,SN65275,2014-09-11/2021-03-01,3.666224367
4650,46,SN57990,1972-01-01/2021-03-01,3.3
4602,46,SN59210,1500-01-01/2021-03-01,3.3
4622,46,SN50310,2006-08-01/2021-03-01,4.866723005
2600,26,SN76938,1986-01-01/2021-03-01,9.815151515
1851,18,SN85040,1938-06-03/2021-03-01,5.515410886
4621,46,SN51530,2004-01-22/2021-03-01,6.187962815
3432,34,SN16845,2011-01-01/2021-03-01,1.40680317
1122,11,SN44900,1972-01-01/2021-03-01,3.3
3405,34,SN12700,2015-11-17/2021-03-01,5.078522838
3802,38,SN26750,2012-01-01/2021-03-01,4.493654434
4649,46,SN58860,2015-10-02/2021-03-01,1.557830715
1833,18,SN79253,2006-03-15/2021-03-01,1.138282763
4625,46,SN50175,2012-04-27/2021-03-01,8.545696401
4601,46,SN50830,2012-01-01/2021-03-01,8.217631918
3003,30,SN3190,1896-07-01/2021-03-01,7.50891621
4626,46,SN50525,2012-01-01/2021-03-01,8.152664756
1119,11,SN43895,2013-06-11/2021-03-01,8.612587413
3806,38,SN30258,2015-03-18/2021-03-01,3.3
1133,11,SN45770,2005-01-01/2021-03-01,7.782214765
4647,46,SN56895,2017-07-06/2021-03-01,4.995704949
1515,15,SN59820,2020-09-16/2021-03-01,5.78
3413,34,SN5370,2020-09-16/2021-03-01,-0.645806452
2100,21,SN99879,2019-08-21/2021-03-01,3.3
5406,54,SN94245,2003-12-04/2021-03-01,3.3
3002,30,SN17150,1955-03-01/2021-03-01,6.320597386
301,3,SN18020,1985-05-15/2021-03-01,6.737772152
4601,46,SN50507,2012-01-01/2021-03-01,8.075552421
5001,50,SN68173,2015-12-15/2021-03-01,3.3
5042,50,SN73466,2019-09-25/2021-03-01,1.083204633
5001,50,SN67150,1960-08-01/2021-03-01,3.3
1806,18,SN84905,2014-12-01/2021-03-01,-0.577073808
4640,46,SN55720,2019-09-19/2021-03-01,1.008695652
1820,18,SN76750,1968-07-01/2021-03-01,6.709636248
3807,38,SN30428,2012-01-01/2021-03-01,6.552404238
5423,54,SN90800,1933-09-11/2021-03-01,4.26647337
4633,46,SN52535,2004-08-23/2021-03-01,8.385516436
2100,21,SN99870,2016-11-21/2021-03-01,-3.708653846
1870,18,SN86520,1956-01-01/2021-03-01,4.478040651
301,3,SN18980,2000-01-01/2021-03-01,7.699410029
4220,42,SN39750,2011-09-23/2021-03-01,6.980301712
2500,25,SN76956,2015-09-09/2021-03-01,4.538446215
5021,50,SN63705,1999-12-01/2021-03-01,4.006519778
4634,46,SN52750,1895-05-09/2021-03-01,3.3
3803,38,SN27315,2005-01-01/2021-03-01,7.081561969
3049,30,SN19940,2005-01-01/2021-03-01,6.736055108
5034,50,SN69420,2000-09-01/2021-03-01,3.3
4618,46,SN33990,2013-07-24/2021-03-01,0.857631258
3806,38,SN30249,2015-03-18/2021-03-01,3.3
3001,30,SN1135,2013-10-07/2021-03-01,5.896961862
1579,15,SN62700,1923-01-01/2021-03-01,6.378571429
5422,54,SN90100,2015-10-02/2021-03-01,2.607081437
3802,38,SN27055,2015-11-02/2021-03-01,6.318806959
5401,54,SN90450,1895-08-01/2021-03-01,2.912399706
4211,42,SN35210,2012-01-04/2021-03-01,6.548504785
1539,15,SN61408,2011-01-01/2021-03-01,7.092056338
5421,54,SN88440,2003-12-08/2021-03-01,3.3
1112,11,SN43007,2013-06-10/2021-03-01,7.403396661
5001,50,SN68110,1902-07-01/2021-03-01,2.7
3825,38,SN31550,1949-10-04/2021-03-01,3.3
5427,54,SN91715,2013-10-07/2021-03-01,3.705853358
3803,38,SN27270,1999-01-01/2021-03-01,7.963859453
4618,46,SN46425,2015-11-03/2021-03-01,3.48113069
2800,28,SN77001,1950-02-14/2021-03-01,7.122193747
1124,11,SN44550,1949-01-01/2021-03-01,3.3
1860,18,SN85560,1972-06-01/2021-03-01,5.296495053
5055,50,SN65230,1998-04-01/2021-03-01,3.3
1149,11,SN47262,2013-10-29/2021-03-01,3.3
4640,46,SN55705,2011-01-01/2021-03-01,6.16946461
4613,46,SN48330,1923-07-01/2021-03-01,8.027046278
1160,11,SN46930,2011-10-21/2021-03-01,7.704036268
5001,50,SN69010,2019-09-01/2021-03-01,2.707489879
5426,54,SN91251,2018-04-04/2021-03-01,4.123773585
1532,15,SN60980,2017-11-27/2021-03-01,8.327299413
3401,34,SN5660,1991-01-01/2021-03-01,4.93977606
301,3,SN18310,2013-06-05/2021-03-01,3.3
4619,46,SN49631,2003-07-19/2021-03-01,3.3
4617,46,SN47890,1968-01-01/2021-03-01,3.3
1535,15,SN61070,2011-01-01/2021-03-01,5.038573086
2800,28,SN20930,1982-12-09/2021-03-01,3.3
5423,54,SN90650,1971-01-01/2021-03-01,3.3
4618,46,SN46410,2018-11-28/2021-03-01,4.699196787
1506,15,SN62290,1974-04-04/2021-03-01,7.840411373
1845,18,SN82970,2011-01-01/2021-03-01,3.471010491
4214,42,SN38730,2012-01-04/2021-03-01,6.028738038
3424,34,SN8800,2011-03-28/2021-03-01,1.724407583
4638,46,SN56010,1981-08-01/2021-03-01,3.3
3426,34,SN770,1968-07-01/2021-03-01,3.3
1860,18,SN85590,2019-11-15/2021-03-01,3.3
3411,34,SN12550,1951-04-01/2021-03-01,4.482982195
5054,50,SN71280,1970-10-01/2021-03-01,3.3
3044,30,SN25640,1895-07-01/2021-03-01,3.3
3030,30,SN18265,2015-11-04/2021-03-01,6.005782575
4217,42,SN37070,2016-04-19/2021-03-01,0.770640714
2600,26,SN76968,1999-04-21/2021-03-01,8.889085948
1812,18,SN76250,1984-09-01/2021-03-01,3.3
1860,18,SN85545,2017-02-16/2021-03-01,3.3
3423,34,SN8450,1971-05-01/2021-03-01,3.3
3005,30,SN26950,2005-01-01/2021-03-01,7.30318685
3808,38,SN30530,1923-01-01/2021-03-01,3.3
3425,34,SN420,1968-06-19/2021-03-01,3.3
5001,50,SN67153,2013-12-19/2021-03-01,7.090189873
5041,50,SN70930,1994-06-18/2021-03-01,3.3
1505,15,SN64300,1973-09-27/2021-03-01,7.772312925
1579,15,SN62900,1923-01-01/2021-03-01,3.3
3023,30,SN17781,2014-11-23/2021-03-01,3.3
5001,50,SN68050,2012-02-01/2021-03-01,6.668018617
2300,23,SN76950,1982-05-25/2021-03-01,7.324481328
5059,50,SN66175,2012-01-01/2021-03-01,4.921939587
3016,30,SN1380,2010-01-21/2021-03-01,6.314097181
4618,46,SN49245,2018-03-20/2021-03-01,4.793273543
4628,46,SN52170,1895-07-01/2021-03-01,3.3
1837,18,SN80700,1916-01-01/2021-03-01,5.38572327
3439,34,SN13160,1992-09-16/2021-03-01,0.558287778
2600,26,SN76959,2014-04-24/2021-03-01,8.694993234
4601,46,SN50770,2011-01-01/2021-03-01,6.360942761
2600,26,SN76932,2003-01-01/2021-03-01,8.837209705
2400,24,SN77040,2018-11-08/2021-03-01,5.883693517
1833,18,SN79220,2011-08-30/2021-03-01,4.52288844
2100,21,SN99927,1997-08-07/2021-03-01,-5.066211937
3029,30,SN4090,2014-09-16/2021-03-01,3.3
4203,42,SN36200,1867-07-01/2021-03-01,7.700800639
3818,38,SN31400,2016-12-21/2021-03-01,2.494017094
3014,30,SN3731,2014-09-11/2021-03-01,3.3
