municipalityId,countyId,id,validFrom,temp
1806,18,SN84630,1979-01-01/2021-03-01,-1.251331615
3017,30,SN17090,2010-01-21/2021-03-01,7.359717964
4650,46,SN58100,1975-06-01/2021-03-01,7.273046547
1867,18,SN86810,2016-04-19/2021-03-01,5.389529915
301,3,SN76914,2019-10-09/2021-03-01,7.087901235
4626,46,SN52475,2011-05-04/2021-03-01,3.3
2600,26,SN76923,1989-11-01/2021-03-01,8.289670053
3034,30,SN4960,2011-01-01/2021-03-01,5.085111821
2600,26,SN76995,2014-05-05/2021-03-01,9.057005495
3434,34,SN15430,1902-01-01/2021-03-01,0.986764706
4203,42,SN36110,2013-11-01/2021-03-01,3.3
3825,38,SN31660,1930-09-01/2021-03-01,-0.249537893
4601,46,SN50815,2015-11-03/2021-03-01,7.62646356
3005,30,SN26932,2012-09-25/2021-03-01,3.3
3803,38,SN27282,2020-04-15/2021-03-01,7.213688213
4639,46,SN53130,1978-10-01/2021-03-01,3.3
5442,54,SN98976,2018-10-06/2021-03-01,-1.225635104
4216,42,SN38380,1958-09-01/2021-03-01,3.3
5412,54,SN87860,1983-01-01/2021-03-01,3.3
3454,34,SN23720,1887-01-01/2021-03-01,3.3
301,3,SN18920,1998-09-29/2021-03-01,7.121683673
3403,34,SN12290,1968-05-20/2021-03-01,5.237361684
2100,21,SN99855,2019-08-21/2021-03-01,3.3
3030,30,SN4260,1972-10-01/2021-03-01,6.067684564
4621,46,SN51470,1895-01-01/2021-03-01,6.048277244
1804,18,SN82450,2019-01-28/2021-03-01,3.3
3437,34,SN16040,2014-12-06/2021-03-01,3.806625442
5403,54,SN94230,2010-07-16/2021-03-01,3.638871737
3413,34,SN12030,2015-11-04/2021-03-01,6.382919488
1824,18,SN78170,2012-01-01/2021-03-01,4.038949672
5022,50,SN66740,2014-09-11/2021-03-01,3.66714032
1539,15,SN61420,2010-02-22/2021-03-01,6.615663849
1114,11,SN43530,2013-06-11/2021-03-01,7.976077348
3004,30,SN17000,1994-05-09/2021-03-01,8.173234723
3001,30,SN2980,2010-01-21/2021-03-01,7.128364269
4211,42,SN35090,1980-06-01/2021-03-01,3.3
5424,54,SN91200,2016-02-29/2021-03-01,3.3
1806,18,SN84920,2012-01-01/2021-03-01,3.09382494
3002,30,SN17380,2005-01-01/2021-03-01,7.590673928
3005,30,SN26594,2012-09-25/2021-03-01,3.3
1875,18,SN83520,1985-07-01/2021-03-01,3.3
4651,46,SN58390,2005-10-17/2021-03-01,3.3
3048,30,SN26630,2016-11-01/2021-03-01,6.156987875
1119,11,SN44080,1919-08-20/2021-03-01,7.337272883
1566,15,SN64760,2005-01-01/2021-03-01,5.727489627
5405,54,SN98790,1974-08-01/2021-03-01,1.676358943
3403,34,SN12320,1956-05-18/2021-03-01,5.2202927
4641,46,SN53680,2017-09-18/2021-03-01,2.649013158
301,3,SN18690,2011-01-01/2021-03-01,5.737446809
3039,30,SN24710,1922-12-01/2021-03-01,5.371106048
5426,54,SN91505,2012-01-01/2021-03-01,4.328692494
5434,54,SN94430,2015-11-02/2021-03-01,2.946304045
3004,30,SN17030,2002-01-01/2021-03-01,3.3
1525,15,SN60247,2014-12-01/2021-03-01,4.930039267
3411,34,SN12580,2011-01-01/2021-03-01,5.259572072
1135,11,SN46610,1928-03-01/2021-03-01,6.554874561
3818,38,SN31080,1983-07-01/2021-03-01,3.3
5414,54,SN87970,2011-01-01/2021-03-01,3.075719718
1804,18,SN81340,2014-12-01/2021-03-01,4.699101412
2100,21,SN99840,1964-10-16/2021-03-01,-4.663883717
3044,30,SN25580,2011-01-01/2021-03-01,3.002208019
2600,26,SN76926,1993-10-01/2021-03-01,9.389404194
301,3,SN18645,2013-12-30/2021-03-01,3.3
3005,30,SN26872,2012-09-25/2021-03-01,3.3
4639,46,SN53070,1963-06-20/2021-03-01,3.3
1573,15,SN65370,1963-10-01/2021-03-01,5.639825762
1834,18,SN80102,2007-11-01/2021-03-01,6.469241833
1845,18,SN82650,1971-10-01/2021-03-01,3.637233723
1149,11,SN47220,2013-06-10/2021-03-01,8.703109101
301,3,SN18205,2013-12-31/2021-03-01,3.3
5058,50,SN71740,2012-09-17/2021-03-01,3.3
3030,30,SN4200,1923-03-22/2021-03-01,5.958629937
5037,50,SN69865,2013-11-01/2021-03-01,3.3
1525,15,SN60310,2015-11-04/2021-03-01,2.295918367
4206,42,SN42160,1867-07-01/2021-03-01,7.821167436
3814,38,SN34130,1994-08-24/2021-03-01,8.195527596
3811,38,SN27500,1885-01-01/2021-03-01,7.670354484
5001,50,SN68860,1923-01-01/2021-03-01,5.213125225
3025,30,SN19820,1989-07-28/2021-03-01,3.3
1837,18,SN80730,2012-01-01/2021-03-01,7.969702176
1578,15,SN60400,1895-07-01/2021-03-01,3.3
5422,54,SN89980,2003-12-05/2021-03-01,1.08145807
3804,38,SN27590,2013-04-25/2021-03-01,3.3
3803,38,SN27285,2012-01-01/2021-03-01,6.007238229
1826,18,SN77850,1895-01-01/2021-03-01,3.3
3421,34,SN100,1901-01-01/2021-03-01,3.3
1507,15,SN60947,2012-01-01/2021-03-01,8.91975453
4618,46,SN49490,1865-01-01/2021-03-01,7.252970199
1865,18,SN85440,1962-07-15/2021-03-01,3.3
4651,46,SN58480,1940-01-01/2021-03-01,3.3
4601,46,SN50450,1896-07-01/2021-03-01,3.3
4224,42,SN41550,1971-08-01/2021-03-01,3.3
1804,18,SN82560,1982-11-01/2021-03-01,3.3
2600,26,SN76962,2014-06-12/2021-03-01,7.49
4214,42,SN36490,1977-08-01/2021-03-01,3.3
4601,46,SN50540,1949-11-28/2021-03-01,8.062474931
5424,54,SN91245,2003-12-03/2021-03-01,3.3
4631,46,SN52415,2011-01-01/2021-03-01,7.218294426
1824,18,SN77240,1990-09-27/2021-03-01,3.3
3807,38,SN30380,2002-12-14/2021-03-01,1.6
301,3,SN18950,1927-08-01/2021-03-01,4.013320652
2600,26,SN76935,1992-01-01/2021-03-01,8.643235704
3054,30,SN20520,1895-07-01/2021-03-01,3.3
5056,50,SN65451,2012-09-19/2021-03-01,7.345540058
4648,46,SN57789,2015-11-02/2021-03-01,5.39370126
1108,11,SN44780,2013-06-11/2021-03-01,7.973423689
5432,54,SN92860,2013-11-05/2021-03-01,0.298036254
1806,18,SN83960,2014-12-01/2021-03-01,4.051315789
3043,30,SN25320,1949-09-01/2021-03-01,3.3
3028,30,SN17640,2012-01-01/2021-03-01,5.9873706
4611,46,SN47600,1925-12-01/2021-03-01,3.3
4647,46,SN56850,1992-09-01/2021-03-01,3.3
3807,38,SN30320,1985-05-01/2021-03-01,3.3
4631,46,SN52400,1968-09-01/2021-03-01,3.3
3439,34,SN13390,2014-09-11/2021-03-01,3.368671121
3004,30,SN3019,2002-04-01/2021-03-01,3.3
5421,54,SN88628,2014-09-11/2021-03-01,4.212453669
4614,46,SN48120,1985-01-01/2021-03-01,8.322864364
5022,50,SN66620,1992-07-01/2021-03-01,3.3
4649,46,SN58770,2017-07-06/2021-03-01,6.34299308
3025,30,SN19760,2016-03-01/2021-03-01,3.3
3807,38,SN30410,2018-11-27/2021-03-01,3.3
3024,30,SN19428,2016-09-22/2021-03-01,3.3
3050,30,SN28750,2008-02-21/2021-03-01,4.848777506
3807,38,SN30275,2018-11-27/2021-03-01,3.3
1833,18,SN79764,2009-02-04/2021-03-01,2.371701113
3431,34,SN16620,2012-01-01/2021-03-01,-0.34375
5035,50,SN69150,1987-05-12/2021-03-01,6.067718056
1563,15,SN64700,1898-07-01/2021-03-01,4.962868118
3433,34,SN15660,1895-07-01/2021-03-01,3.3
1865,18,SN85380,1933-05-01/2021-03-01,5.410118223
2600,26,SN76920,1980-01-01/2021-03-01,9.341432937
3431,34,SN9380,2014-10-07/2021-03-01,-1.958244111
5001,50,SN68863,2000-01-01/2021-03-01,5.94928952
4639,46,SN53010,2013-06-11/2021-03-01,2.246392694
3007,30,SN24210,1947-01-01/2021-03-01,2.9188
1865,18,SN85470,1978-10-01/2021-03-01,3.3
4601,46,SN50480,1983-07-01/2021-03-01,8.076655518
5425,54,SN91490,2018-01-23/2021-03-01,-0.038864629
4618,46,SN49080,2013-01-01/2021-03-01,3.3
3431,34,SN16611,2011-01-01/2021-03-01,0.716616766
301,3,SN18235,2013-05-30/2021-03-01,3.3
3013,30,SN1960,2010-01-21/2021-03-01,5.610790464
4650,46,SN58070,1957-06-01/2021-03-01,7.215633503
2100,21,SN99735,1992-09-03/2021-03-01,-5.047886729
4621,46,SN51440,2010-12-13/2021-03-01,6.480660757
4622,46,SN50040,2015-11-03/2021-03-01,8.300821114
1806,18,SN84770,2019-04-12/2021-03-01,5.43248
2100,21,SN99843,2018-02-01/2021-03-01,-5.80249777
4648,46,SN57810,1973-01-01/2021-03-01,8.470363349
1573,15,SN65310,2002-07-01/2021-03-01,7.846443515
4629,46,SN52310,2008-10-02/2021-03-01,5.838195057
1149,11,SN47232,2013-10-29/2021-03-01,3.3
4222,42,SN40880,1994-11-01/2021-03-01,1.356742557
3821,38,SN32850,1971-10-01/2021-03-01,3.3
3024,30,SN19527,2019-09-01/2021-03-01,5.477680525
4620,46,SN53530,2011-11-22/2021-03-01,0.157518464
1149,11,SN47241,1968-08-12/2021-03-01,3.3
5001,50,SN68262,2019-10-01/2021-03-01,4.389156627
1833,18,SN79791,2011-01-01/2021-03-01,-0.886749117
4204,42,SN39220,1900-05-01/2021-03-01,3.3
1517,15,SN59586,2013-07-22/2021-03-01,6.370246479
3030,30,SN18280,2011-03-14/2021-03-01,5.992736706
5025,50,SN10600,1934-05-01/2021-03-01,3.3
4621,46,SN51610,2014-09-11/2021-03-01,5.643246517
3448,34,SN21680,1986-08-01/2021-03-01,2.780330822
3807,38,SN30293,2018-11-27/2021-03-01,3.3
5436,54,SN95590,2015-04-01/2021-03-01,3.3
4205,42,SN41795,2012-01-01/2021-03-01,6.401367989
3817,38,SN32240,2005-01-01/2021-03-01,6.442467621
5042,50,SN73250,1914-08-01/2021-03-01,3.3
1506,15,SN61820,1959-01-01/2021-03-01,3.3
3451,34,SN22990,2014-09-11/2021-03-01,3.860791367
3813,38,SN34115,2020-09-16/2021-03-01,1.934193548
5406,54,SN94280,1974-08-01/2021-03-01,2.829980513
3024,30,SN19455,2015-03-20/2021-03-01,3.3
3449,34,SN22730,1968-09-01/2021-03-01,3.3
3806,38,SN30248,2015-03-31/2021-03-01,3.3
3801,38,SN27162,2018-09-27/2021-03-01,7.239479638
3434,34,SN15050,2015-11-05/2021-03-01,3.880966469
3401,34,SN5495,2011-01-01/2021-03-01,3.033586819
5432,54,SN92650,2015-09-08/2021-03-01,3.47713998
3042,30,SN25110,2005-11-14/2021-03-01,2.393069484
3033,30,SN4780,1940-05-13/2021-03-01,4.563917218
5001,50,SN68238,2011-01-01/2021-03-01,6.899003736
1507,15,SN60890,1972-12-31/2021-03-01,8.117792793
5433,54,SN93000,2008-07-03/2021-03-01,0.766053258
4650,46,SN57660,1981-07-01/2021-03-01,3.3
4635,46,SN52860,1950-06-01/2021-03-01,7.230266775
5025,50,SN10800,2007-10-01/2021-03-01,1.074607063
3004,30,SN3120,2002-01-01/2021-03-01,3.3
3044,30,SN25541,1998-10-01/2021-03-01,1.092523942
3813,38,SN34100,2011-01-01/2021-03-01,4.926568552
1539,15,SN61410,2010-03-12/2021-03-01,-0.282661187
1804,18,SN81310,2020-09-16/2021-03-01,3
3025,30,SN19718,2016-03-01/2021-03-01,3.3
4225,42,SN41825,2005-01-01/2021-03-01,8.337912275
4643,46,SN54780,1966-07-01/2021-03-01,3.3
5401,54,SN90560,2011-10-20/2021-03-01,3.383240714
4617,46,SN48500,1930-01-01/2021-03-01,3.3
5026,50,SN67780,2012-01-02/2021-03-01,3.3
3024,30,SN19458,2016-01-18/2021-03-01,3.3
3413,34,SN12110,2017-08-24/2021-03-01,3.3
1149,11,SN47172,2013-10-29/2021-03-01,3.3
3033,30,SN4735,2020-11-11/2021-03-01,-3.426605505
5430,54,SN93700,1868-01-01/2021-03-01,-1.801291354
1838,18,SN80870,2015-11-02/2021-03-01,4.407681941
3420,34,SN6700,2012-01-01/2021-03-01,2.921335169
5403,54,SN94050,2019-09-01/2021-03-01,-1.293927126
4204,42,SN39160,2012-06-26/2021-03-01,3.3
5421,54,SN88640,2003-12-03/2021-03-01,3.3
3804,38,SN27730,2012-01-01/2021-03-01,5.040144665
4631,46,SN52555,2013-10-07/2021-03-01,7.517083144
4614,46,SN48069,2012-01-01/2021-03-01,8.979894974
3405,34,SN12666,2012-01-01/2021-03-01,3.908150852
3051,30,SN28923,2016-04-19/2021-03-01,5.263772455
3439,34,SN13420,1980-08-01/2021-03-01,0.476902834
3804,38,SN27470,1959-09-01/2021-03-01,6.021928553
5052,50,SN75550,1974-11-01/2021-03-01,6.377314815
5001,50,SN68175,2013-01-01/2021-03-01,5.789881657
1506,15,SN62200,2014-12-01/2021-03-01,4.882562278
1507,15,SN60800,1895-07-01/2021-03-01,7.556576655
5401,54,SN90721,2005-08-04/2021-03-01,3.201798022
1563,15,SN63420,1954-06-01/2021-03-01,7.521774484
1111,11,SN43090,1899-11-01/2021-03-01,3.3
3431,34,SN16560,2006-08-31/2021-03-01,2.57352719
3424,34,SN7660,1974-09-01/2021-03-01,3.3
3024,30,SN19530,1963-06-30/2021-03-01,3.3
4640,46,SN55740,2019-09-01/2021-03-01,2.377327935
3425,34,SN725,2014-09-11/2021-03-01,-3.722517123
3428,34,SN8880,2005-01-01/2021-03-01,2.362764173
3807,38,SN30305,2013-12-19/2021-03-01,5.719225543
3815,38,SN34800,1996-01-01/2021-03-01,3.3
2100,21,SN99720,1944-11-01/2021-03-01,-4.979191655
3418,34,SN6440,1989-07-01/2021-03-01,3.3
4612,46,SN47450,1990-06-01/2021-03-01,3.3
3801,38,SN27120,2015-07-01/2021-03-01,7.018695652
4622,46,SN50070,2003-11-16/2021-03-01,8.26080394
3021,30,SN17870,1974-04-19/2021-03-01,6.534335337
1101,11,SN43350,2010-04-15/2021-03-01,8.475094435
5444,54,SN99460,1973-01-01/2021-03-01,0.431366809
5425,54,SN91430,2003-10-13/2021-03-01,-0.042839506
5021,50,SN63725,2012-01-01/2021-03-01,2.86
3007,30,SN24240,2015-11-05/2021-03-01,4.58608903
3427,34,SN9580,2001-07-01/2021-03-01,1.66598649
1525,15,SN60190,2014-10-04/2021-03-01,1.089439932
3433,34,SN15950,2011-01-01/2021-03-01,0.063848921
1103,11,SN44660,1982-09-03/2021-03-01,3.3
3424,34,SN7920,2011-06-01/2021-03-01,3.3
5444,54,SN99370,1940-11-01/2021-03-01,0.027213864
3802,38,SN27075,2015-10-20/2021-03-01,5.858220503
1806,18,SN84710,1983-06-21/2021-03-01,3.3
3807,38,SN30350,2018-11-27/2021-03-01,3.3
5427,54,SN91726,2018-12-18/2021-03-01,3.3
1836,18,SN80610,1992-10-15/2021-03-01,6.411108961
1124,11,SN44552,2006-01-01/2021-03-01,3.3
2100,21,SN99765,1898-09-01/2021-03-01,-3.793835324
5007,50,SN72580,1968-07-01/2021-03-01,5.47460436
5401,54,SN91080,2004-09-27/2021-03-01,3.3
3002,30,SN17251,2004-04-10/2021-03-01,3.3
1806,18,SN84701,2018-12-13/2021-03-01,3.944059406
3805,38,SN30242,2011-01-01/2021-03-01,5.986247086
1825,18,SN77425,2007-12-19/2021-03-01,2.708649658
4621,46,SN51990,2013-11-15/2021-03-01,3.266541495
5421,54,SN88200,1997-08-01/2021-03-01,3.739061584
3429,34,SN8970,1991-12-01/2021-03-01,3.3
3023,30,SN17780,1967-06-01/2021-03-01,3.3
3030,30,SN4825,2011-01-01/2021-03-01,4.941672026
4647,46,SN56960,1895-07-01/2021-03-01,4.778180286
1130,11,SN45530,2010-07-01/2021-03-01,6.627027721
3442,34,SN11500,1930-09-08/2021-03-01,4.32841725
3805,38,SN30000,1883-06-01/2021-03-01,3.3
4207,42,SN42650,1940-11-01/2021-03-01,3.3
5045,50,SN73630,2015-11-04/2021-03-01,3.898064919
3807,38,SN30278,2018-11-27/2021-03-01,3.3
3035,30,SN11440,2011-07-12/2021-03-01,5.839402174
1505,15,SN64320,1986-06-01/2021-03-01,3.3
5442,54,SN98978,2018-10-12/2021-03-01,-2.275977011
4202,42,SN38140,1957-01-01/2021-03-01,7.272828633
4623,46,SN50351,1999-06-12/2021-03-01,3.3
3434,34,SN15262,2015-06-17/2021-03-01,-2.908829175
3023,30,SN17810,2014-10-24/2021-03-01,3.3
4647,46,SN58165,2017-07-06/2021-03-01,5.959326212
4623,46,SN50360,2011-01-01/2021-03-01,6.797033708
3039,30,SN26450,2011-01-01/2021-03-01,2.079342723
3019,30,SN17550,2012-01-01/2021-03-01,5.979403974
1865,18,SN86310,2014-09-17/2021-03-01,3.3
4601,46,SN50539,2003-06-18/2021-03-01,8.517337461
5034,50,SN69380,2004-04-15/2021-03-01,4.903338762
4223,42,SN39450,2012-01-01/2021-03-01,5.104692082
1507,15,SN60875,2020-01-20/2021-03-01,7.253580247
3433,34,SN15890,2008-10-01/2021-03-01,0.289984558
3031,30,SN4460,2007-01-08/2021-03-01,5.188705928
5059,50,SN66150,2006-08-08/2021-03-01,5.295619477
3421,34,SN180,1993-11-10/2021-03-01,2.766121842
1832,18,SN78370,1994-09-01/2021-03-01,3.3
5401,54,SN91020,2003-12-05/2021-03-01,3.3
1535,15,SN61090,2019-10-23/2021-03-01,3.3
2100,21,SN99902,1997-07-01/2021-03-01,3.3
5403,54,SN92895,2012-01-01/2021-03-01,0.348102094
3818,38,SN31250,1965-10-01/2021-03-01,3.3
2100,21,SN99938,1986-08-02/2021-03-01,-6.158663581
4651,46,SN58560,1918-01-01/2021-03-01,3.3
301,3,SN18420,1998-06-02/2021-03-01,6.890795724
3407,34,SN11790,2015-11-05/2021-03-01,3.352623907
4204,42,SN39100,1864-05-01/2021-03-01,7.639559947
5423,54,SN90760,2003-01-21/2021-03-01,3.868085624
3029,30,SN4110,2014-09-12/2021-03-01,3.3
301,3,SN18160,1935-09-17/2021-03-01,3.3
301,3,SN18815,2000-01-01/2021-03-01,7.255111111
4640,46,SN55770,2005-01-01/2021-03-01,8.052262674
1815,18,SN76450,1991-02-01/2021-03-01,6.297360406
3808,38,SN30810,1985-10-01/2021-03-01,1.350458716
5033,50,SN68420,1895-01-01/2021-03-01,3.3
1834,18,SN80200,1923-01-01/2021-03-01,5.281975737
3824,38,SN33430,2015-11-04/2021-03-01,1.461025224
4642,46,SN54110,2008-09-12/2021-03-01,6.696658606
1839,18,SN81420,2012-01-01/2021-03-01,-0.152176871
3024,30,SN19461,2019-09-01/2021-03-01,4.018852459
5411,54,SN87315,2012-01-01/2021-03-01,7.328399747
5021,50,SN66760,2019-09-01/2021-03-01,1.197368421
4618,46,SN46430,2013-11-01/2021-03-01,1.932125514
2800,28,SN77006,1991-01-01/2021-03-01,6.285635359
3024,30,SN19470,1971-11-01/2021-03-01,4.526734694
5440,54,SN98090,1974-08-01/2021-03-01,2.608635275
4611,46,SN47498,2005-01-01/2021-03-01,7.939854763
1563,15,SN63100,1895-07-01/2021-03-01,3.3
3427,34,SN66850,1895-07-01/2021-03-01,3.3
1811,18,SN76100,1951-07-01/2021-03-01,3.3
5401,54,SN90491,1998-04-02/2021-03-01,3.3
3417,34,SN5680,2011-01-01/2021-03-01,4.635145151
1539,15,SN61790,2015-11-05/2021-03-01,5.735477941
5430,54,SN93900,1913-04-01/2021-03-01,-2.371773396
4651,46,SN58910,2012-01-01/2021-03-01,6.315758131
2600,26,SN76961,2015-06-23/2021-03-01,9.477823691
1160,11,SN47480,2013-06-10/2021-03-01,7.59836353
3413,34,SN12050,2012-01-01/2021-03-01,5.137691835
1804,18,SN82210,2013-10-07/2021-03-01,2.66703163
26,0,SN77042,2020-09-01/2021-03-01,3.3
5425,54,SN91460,2018-11-27/2021-03-01,-0.103217158
3825,38,SN33950,2011-05-09/2021-03-01,1.444747802
3803,38,SN27320,2004-12-24/2021-03-01,5.348961661
1859,18,SN85610,2007-04-28/2021-03-01,3.3
3005,30,SN27015,2012-10-13/2021-03-01,3.3
3414,34,SN5330,2012-01-01/2021-03-01,3.530225282
4228,42,SN42940,2007-07-02/2021-03-01,3.992386295
5428,54,SN91675,2015-11-02/2021-03-01,3.352835408
3422,34,SN7950,2011-12-09/2021-03-01,3.198397626
3001,30,SN1230,1882-12-01/2021-03-01,3.3
4647,46,SN57340,2015-09-07/2021-03-01,1.614779559
5427,54,SN91729,2014-09-19/2021-03-01,-1.411598052
3427,34,SN9870,1953-09-01/2021-03-01,3.3
3005,30,SN26970,2011-07-14/2021-03-01,6.464463397
1859,18,SN85640,2012-01-01/2021-03-01,4.721529175
2600,26,SN76937,1997-01-01/2021-03-01,9.059891599
3805,38,SN27870,2015-11-02/2021-03-01,6.315993538
301,3,SN18315,2016-01-07/2021-03-01,8.66690027
1825,18,SN77350,2015-11-05/2021-03-01,2.545775536
2300,23,SN76946,1980-10-01/2021-03-01,5.150980392
1577,15,SN69661,2014-09-11/2021-03-01,6.600770142
5418,54,SN89130,2013-12-17/2021-03-01,3.3
3817,38,SN32060,1997-05-13/2021-03-01,6.649838895
1506,15,SN62295,2016-10-21/2021-03-01,5.421722609
4601,46,SN50865,2016-08-10/2021-03-01,5.940458937
2300,23,SN77027,2014-12-15/2021-03-01,8.630248619
3815,38,SN34680,2020-09-16/2021-03-01,0.679220779
1806,18,SN84070,1964-01-01/2021-03-01,3.3
3047,30,SN19930,1979-10-01/2021-03-01,3.3
5001,50,SN68010,2016-05-01/2021-03-01,7.663478261
1505,15,SN64242,2014-01-06/2021-03-01,7.755612536
5421,54,SN88690,1979-11-01/2021-03-01,4.41153362
4619,46,SN49860,2011-01-01/2021-03-01,-0.351625387
5444,54,SN99340,2011-09-22/2021-03-01,3.3
1804,18,SN82410,2005-01-27/2021-03-01,6.149804322
5006,50,SN70980,2011-01-01/2021-03-01,4.489940476
1848,18,SN83280,2011-01-01/2021-03-01,5.377382319
2400,24,SN76928,1995-10-21/2021-03-01,7.117790451
3422,34,SN6840,2011-04-14/2021-03-01,2.963620072
3421,34,SN210,2018-10-11/2021-03-01,0.511825488
1557,15,SN62950,2016-11-16/2021-03-01,8.473854245
4638,46,SN56320,1895-07-01/2021-03-01,3.3
1576,15,SN65130,2019-09-25/2021-03-01,3.3
2800,28,SN77000,1983-06-01/2021-03-01,3.3
5037,50,SN69625,2012-01-01/2021-03-01,8.439737171
5422,54,SN90305,2014-12-01/2021-03-01,3.381371969
3420,34,SN6580,2011-03-14/2021-03-01,4.169993762
1121,11,SN44190,1981-08-13/2021-03-01,7.856756757
3825,38,SN33890,1994-09-27/2021-03-01,1.754591556
1566,15,SN64870,2007-11-21/2021-03-01,4.146782178
4205,42,SN41005,2012-01-01/2021-03-01,6.806232687
3421,34,SN120,2012-01-01/2021-03-01,2.472282263
5404,54,SN98550,1829-06-01/2021-03-01,1.4506853
3040,30,SN24820,2015-11-04/2021-03-01,3.588521739
5403,54,SN93140,1963-12-01/2021-03-01,1.901391679
3430,34,SN10070,2011-03-14/2021-03-01,0.930207065
5406,54,SN94235,2015-11-05/2021-03-01,3.67329773
3446,34,SN20540,2005-01-01/2021-03-01,5.295035223
2400,24,SN76964,2014-03-27/2021-03-01,5.473076923
5432,54,SN92880,2011-12-20/2021-03-01,3.3
3026,30,SN2830,2020-09-16/2021-03-01,1.405228758
1866,18,SN86600,1972-06-01/2021-03-01,5.152241814
3433,34,SN15480,1939-05-01/2021-03-01,3.3
301,3,SN18405,2013-03-21/2021-03-01,3.3
1127,11,SN44567,2013-06-10/2021-03-01,9.090341515
4618,46,SN46460,1967-01-01/2021-03-01,-3.234285714
3004,30,SN17005,2002-01-01/2021-03-01,3.3
5001,50,SN67140,1991-01-02/2021-03-01,6.145497791
4602,46,SN59110,1991-10-01/2021-03-01,7.955947045
3007,30,SN20280,2005-01-01/2021-03-01,6.638495575
4631,46,SN52390,2013-10-07/2021-03-01,7.744540491
3018,30,SN17400,2010-01-05/2021-03-01,6.465599498
1108,11,SN44800,1895-07-01/2021-03-01,3.3
3411,34,SN12600,1967-06-01/2021-03-01,3.3
4216,42,SN38421,1999-08-24/2021-03-01,3.3
3007,30,SN20361,2011-01-01/2021-03-01,5.847639752
301,3,SN18970,2019-07-01/2021-03-01,3.3
5014,50,SN71850,1983-09-01/2021-03-01,7.152357867
301,3,SN18701,1968-04-16/2021-03-01,7.488018433
4641,46,SN53700,1946-01-01/2021-03-01,3.3
5007,50,SN72200,2014-09-11/2021-03-01,3.363760049
4601,46,SN50506,2012-01-01/2021-03-01,8.499017199
4214,42,SN38735,2014-09-11/2021-03-01,6.065862069
301,3,SN18450,1877-01-01/2021-03-01,3.3
3017,30,SN17050,1942-03-01/2021-03-01,7.116230589
4602,46,SN57630,2011-01-01/2021-03-01,5.549837587
3025,30,SN19670,2015-03-19/2021-03-01,3.3
5058,50,SN71805,2012-01-01/2021-03-01,3.8742741
3034,30,SN4920,1998-12-01/2021-03-01,5.458155506
3451,34,SN23420,1892-10-01/2021-03-01,3.299523843
1507,15,SN61030,2018-11-28/2021-03-01,6.134743875
2100,21,SN99869,2019-08-21/2021-03-01,3.3
5435,54,SN94800,1957-01-01/2021-03-01,3.3
4638,46,SN55970,2014-12-01/2021-03-01,7.546546547
4204,42,SN39040,1939-06-01/2021-03-01,7.079541729
2211,22,SN99950,1908-08-01/2021-03-01,-0.366919058
3026,30,SN2480,2015-11-04/2021-03-01,5.709433962
1871,18,SN87120,2007-08-01/2021-03-01,2.006159509
3421,34,SN60,1968-07-01/2021-03-01,3.3
5404,54,SN98580,1998-10-07/2021-03-01,2.172660295
1822,18,SN78250,1949-01-01/2021-03-01,3.3
5042,50,SN73800,1907-01-01/2021-03-01,3.3
3405,34,SN12648,2015-11-17/2021-03-01,6.486783285
1840,18,SN81650,1997-06-01/2021-03-01,3.669279393
5059,50,SN66120,2013-01-01/2021-03-01,3.57375927
5007,50,SN75020,1974-07-01/2021-03-01,3.3
3429,34,SN9050,2019-09-01/2021-03-01,-1.312170385
5022,50,SN67340,2012-01-01/2021-03-01,2.78069874
1857,18,SN85840,1997-02-20/2021-03-01,6.285779275
3822,38,SN37150,2004-12-24/2021-03-01,4.863608656
3034,30,SN4950,2014-09-11/2021-03-01,5.533377748
3820,38,SN32350,1971-10-01/2021-03-01,3.3
1535,15,SN61060,2008-05-26/2021-03-01,7.642608882
